entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
Office du Tourisme de Saint Cyprien (66),Pyrénées-Orientales,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création d'une application et refonte du site web de Grand Stade les Capellans ». Appel d'offres publié le 2026-02-23, réponse avant le 2026-03-25T15:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-18523,boamp:26-18523
CLERMONT AUVERGNE VOLCANS,Puy-de-Dôme,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte du site internet https://www.clermontauvergnevolcans.com/ ». Appel d'offres publié le 2026-02-23, réponse avant le 2026-04-07T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-18839,boamp:26-18839
GIP France Enfance Protégée,Paris,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte et maintenance du site internet du 119 : Service National d'Accueil Téléphonique pour l'Enfance en Danger (SNATED) ». Appel d'offres publié le 2026-02-12, réponse avant le 2026-03-19T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-15110,boamp:26-15110
COLLECTIVITE TERRITORIALE DE MARTINIQUE,Martinique,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « AMO pour élaborer un cahier des charges pour la conception et le déploiement de la plateforme logistique numérique eFTI4all en Martinique ». Appel d'offres publié le 2026-02-05, réponse avant le 2026-02-26T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-12623,boamp:26-12623
Communauté de Communes de Haute Tarentaise,Savoie,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « La présente consultation a pour objet la refonte du site internet de la communauté de communes de Haute Tarentaise ». Appel d'offres publié le 2026-01-21, réponse avant le 2026-02-27T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-7107,boamp:26-7107
SPL Destination Thonon,Haute-Savoie,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création d'un nouveau site internet de destination 
à partir de la fusion des deux sites internet existants 
des Offices de Tourisme de Thonon-les-Bains & Destination Léman

Lieux d'exécution : 
Te... ». Appel d'offres publié le 2026-01-12, réponse avant le 2026-02-11T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-3588,boamp:26-3588
SPL LE MANS EVENEMENTS,Sarthe,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte et création du site internet de l'Office de Tourisme et le Bureau des Congrès de le Mans Métropole ». Appel d'offres publié le 2026-01-09, réponse avant le 2026-02-20T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-2529,boamp:26-2529
Cnté de Communes du Canton d'Erstein,Bas-Rhin,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création du site Internet, hébergement et maintenance pour le compte de la Communauté de Communes du Canton d'Erstein ». Appel d'offres publié le 2026-01-07, réponse avant le 2026-02-09T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:26-1671,boamp:26-1671
CHU de Brest,Finistère,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « CHU de Brest - Site de la Cavale Blanche - Pôle 4 - Niveau 3 - Travaux de refonte du plateau d'hémodialyse ». Appel d'offres publié le 2025-12-19, réponse avant le 2026-02-12T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-140572,boamp:25-140572
Commune de Corte,Dép. 20B,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Conception, développement, hébergement et maintenance du nouveau site internet de la ville de Corte ». Appel d'offres publié le 2025-12-11, réponse avant le 2026-01-30T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-136489,boamp:25-136489
Conseil Départemental du Lot-et-Garonne,Lot-et-Garonne,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « MISE EN PLACE D'UNE PLATEFORME NUMERIQUE DE DEMOCRATIE PARTICIPATIVE ». Appel d'offres publié le 2025-12-10, réponse avant le 2026-01-12T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-136233,boamp:25-136233
Conseil Départemental de la Charente,Charente,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Mission d'assistance à la mise en oeuvre d'un observatoire des politiques sociales et à la poursuite de la création d'un site internet « Observatoire des politiques sociales du département » ». Appel d'offres publié le 2025-12-09, réponse avant le 2026-01-12T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-135277,boamp:25-135277
Office de Tourisme de Marseille,Bouches-du-Rhône,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « OPTIMISATION DU REFERENCEMENT NATUREL (SEO) DU SITE INTERNET DE L’OFFICE DE TOURISME, DES LOISIRS ET DES CONGRES DE MARSEILLE ». Appel d'offres publié le 2025-12-05, réponse avant le 2026-01-09T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-134151,boamp:25-134151
COMMUNAUTE D'AGGLOMERATION TARBES-LOURDES-PYRENEES,Hautes-Pyrénées,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création, hébergement et maintenance du site internet de l'établissement et d'un site annexe concernant le réseau des enseignements artistiques ». Appel d'offres publié le 2025-12-03, réponse avant le 2026-01-09T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-133155,boamp:25-133155
Conseil Départemental de la Charente,Charente,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Mission d'assistance à la mise en oeuvre d'un observatoire des politiques sociales et à la poursuite de la création d'un site internet « Observatoire des politiques sociales du département » ». Appel d'offres publié le 2025-11-20, réponse avant le 2025-12-15T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-128687,boamp:25-128687
Musée de l'Armée,Paris,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création, hébergement et maintenance d’un site web dédié à la diffusion de collections d’artillerie conservées en France (territoire métropolitain et outre-mer) ». Appel d'offres publié le 2025-11-13, réponse avant le 2025-12-15T11:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-125925,boamp:25-125925
Sarthe Culture,Sarthe,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « PRESTATIONS DE REFONTE, D'HEBERGEMENT ET DE MAINTENANCE DU SITE INTERNET DE L'ABBAYE ROYALE DE L'ÉPAU ET CREATION D'UN SECOND SITE VITRINE DEDIE AUX ESPACES HENRI PESCAROLO - RELANCE ». Appel d'offres publié le 2025-11-05, réponse avant le 2025-11-28T11:30:51+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-123316,boamp:25-123316
C'Chartres Tourisme (28),Eure-et-Loir,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Accord cadre pour la conception, le développement, la mise en ligne et la maintenance d'un site internet pour la SPL C'Chartres Tourisme ». Appel d'offres publié le 2025-10-28. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-120192,boamp:25-120192
Sarthe Culture,Sarthe,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « PRESTATIONS DE REFONTE, D'HEBERGEMENT ET DE MAINTENANCE DU SITE INTERNET DE L'ABBAYE ROYALE DE L'ÉPAU ET CREATION D'UN SECOND SITE VITRINE DEDIE AUX ESPACES HENRI PESCAROLO ». Appel d'offres publié le 2025-10-21, réponse avant le 2025-11-28T11:30:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-117215,boamp:25-117215
ANSES,Val-de-Marne,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Mission de maîtrise d’œuvre pour la refonte du système de climatisation sur le site de l’Anses à Nancy ». Appel d'offres publié le 2025-10-17, réponse avant le 2025-11-28T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-115756,boamp:25-115756
Région Hauts-de-France,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte de la charte de graphique, du site web et mise à disposition d'un outil d'exploration des centres d'intérêts professionnels et des métiers ». Appel d'offres publié le 2025-09-25, réponse avant le 2025-10-23T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-106756,boamp:25-106756
ENSP de Versailles,Yvelines,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « 2025-10 Création du nouveau site internet du Potager du Roi ». Appel d'offres publié le 2025-09-03. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-98174,boamp:25-98174
C2RP Carif-Oref Hauts-de-France,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Tierce maintenance applicative (TMA) et hébergement de l'outil Cléor - base de données
- application web - API (interface de programmation d'application). ». Appel d'offres publié le 2025-08-28, réponse avant le 2025-09-30T16:30:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-96010,boamp:25-96010
INRIA,Yvelines,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « 2025-0617 FOURNITURE EN MODE SAAS D’UNE PLATEFORME NUMERIQUE DE FORMATION ». Appel d'offres publié le 2025-08-20, réponse avant le 2025-09-11T18:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-93583,boamp:25-93583
Troyes Champagne Metropole,Aube,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Marché de services visant à souscrire à une application web de suivi et d’optimisation de la dette, de la dette garantie et des lignes de trésorerie-. ». Appel d'offres publié le 2025-07-11, réponse avant le 2025-08-08T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-79328,boamp:25-79328
Porte du Hainaut,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Le présent marché a pour objet la conception et la création/ développement et installation du portail web, la fourniture du logiciel CMS et de ses composants, sa connexion avec le SIGB, son référencem ». Appel d'offres publié le 2025-07-09, réponse avant le 2025-07-22T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-78183,boamp:25-78183
CA2BM,Pas-de-Calais,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « CONCEPTION REALISATION HEBERGEMENT ET MAINTENANCE DU SITE INTERNET DE LA CA2BM ». Appel d'offres publié le 2025-07-03. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-75651,boamp:25-75651
POLE JUDICIAIRE DE LA GENDARMERIE NATIONALE,Val-d'Oise,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « FABRICATION, LIVRAISON, INSTALLATION, MISE EN SERVICE ET PRESTATIONS ASSOCIÉES D’UNE PLATEFORME ROBOTIQUE DE TRAITEMENT NUMÉRIQUE AUTOMATISÉE POUR PJGN Cergy Pontoise (95). ». Appel d'offres publié le 2025-06-10. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-64901,boamp:25-64901
Communauté Territoriale Sud Luberon,Vaucluse,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte site internet COTELUB ». Appel d'offres publié le 2025-04-23, réponse avant le 2025-05-16T14:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-45990,boamp:25-45990
"Département du Finistère
 32 boulevard Dupleix
29196 QUIMPER",Finistère,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création et maintenance d'un site Internet départemental dédié à l'eau potable en Finistère ». Appel d'offres publié le 2025-04-18, réponse avant le 2025-06-04T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-44713,boamp:25-44713
AFNOR,Seine-Saint-Denis,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Dans le cadre de la refonte de son site afnor.org, AFNOR cherche d'une agence avec une expertise en UX-UI Design pour l'accompagner dans la réflexion stratégique jusqu'à la livraison du produit final, ». Appel d'offres publié le 2025-04-16, réponse avant le 2025-05-19T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-43648,boamp:25-43648
Caisse Primaire d'Assurance maladie de la Gironde,Gironde,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Le présent marché a pour objet une solution logicielle de gestion des files d?attente du Centre d?examens de santé de la CPAM de la Gironde. ». Appel d'offres publié le 2025-04-10, réponse avant le 2025-05-16T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-40960,boamp:25-40960
Collectivité Territoriale de Martinique,Martinique,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Le recueil des besoins des directions, la refonte, la maintenance et l'hébergement du site internet de la Collectivité Territoriale de Martinique ». Appel d'offres publié le 2025-04-01, réponse avant le 2025-04-23T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-36862,boamp:25-36862
Metropole Rouen Normandie,Seine-Maritime,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte, hébergement et maintenance du site internet de la Réunion des Musées Métropolitains Rouen Normandie ». Appel d'offres publié le 2025-03-17, réponse avant le 2025-04-14T16:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-30048,boamp:25-30048
Communauté de Communes des Hauts de Flandre,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Fourniture, mise en œuvre et maintenance d’une solution logicielle associée à la création de bornes d’informations tactiles existantes et à venir pour l’OTI ». Appel d'offres publié le 2025-03-05, réponse avant le 2025-04-14T11:30:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-25361,boamp:25-25361
Commune de Saint-Cyr sur Mer (83),Var,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte du site internet et intranet de la commune de Saint-Cyr-sur-Mer ». Appel d'offres publié le 2025-02-26. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-22521,boamp:25-22521
Ville de La Rochelle,Charente-Maritime,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « ASSISTANCE A MAITRISE D'OUVRAGE POUR L'EVALUATION ET LE CHOIX D'UNE SOLUTION LOGICIELLE ADAPTEE AUX BESOINS DU SERVICE EDUCATION ». Appel d'offres publié le 2025-02-26, réponse avant le 2025-03-31T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-22339,boamp:25-22339
"Université de Limoges
Pôle de la commande publique
33 rue François Mitterrand
87032 LIMOGES",Haute-Vienne,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Prestation de réalisation de développement d?une solution logicielle d?interface de contribution ». Appel d'offres publié le 2025-02-26, réponse avant le 2025-03-25T16:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-22512,boamp:25-22512
Conseil Départemental Haute-Vienne,Haute-Vienne,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Réalisation, maintenance et hébergement du site internet "" www.chalucet.com "" ». Appel d'offres publié le 2025-01-27, réponse avant le 2025-03-03T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-9446,boamp:25-9446
MAIRIE DE CHAMONIX MONT-BLANC,Haute-Savoie,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « ACQUISITION ET MAINTENANCE D'UNE SOLUTION LOGICIELLE POUR LA GESTION  DE L'OCCUPATION DU DOMAINE PUBLIQUE ET DES FOIRES ET MARCHES A CHAMONIX ». Appel d'offres publié le 2025-01-16, réponse avant le 2025-02-24T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-5824,boamp:25-5824
Office de Tourisme de Palavas-les Flots,Hérault,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Conception d'un site internet ». Appel d'offres publié le 2025-01-10, réponse avant le 2025-02-17T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:25-3508,boamp:25-3508
Hauts-de-Seine Habitat - OPH,Hauts-de-Seine,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « MARCHE D'HEBERGEMENT DU SITE WEB (hautsdeseinehabitat.fr) ». Appel d'offres publié le 2024-12-18, réponse avant le 2025-01-30T16:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-142201,boamp:24-142201
Communauté Urbaine de Dunkerque,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Fourniture mise en service maintenance d'une solution logicielle de gestion de la maintenance de la sécurité du patrimoine bâti de la CU Dunkerque et de la Ville de Dunkerque et prestations associées ». Appel d'offres publié le 2024-12-17, réponse avant le 2025-01-15T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-141573,boamp:24-141573
Mairie de FILLIERE,Haute-Savoie,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Création et maintenance d'un site internet ». Appel d'offres publié le 2024-12-10, réponse avant le 2025-01-13T14:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-138800,boamp:24-138800
MAIRIE DE LOURDES,Hautes-Pyrénées,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Fourniture d'équipements de péage et de gestion des flux parking Peyramale qui intègre une solution logicielle de pilotage, de contrôle et de suivi de l'activité assurant l'interopérabilité avec le pa ». Appel d'offres publié le 2024-12-05, réponse avant le 2024-12-26T11:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-136727,boamp:24-136727
24-98,Essonne,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte, hébergement et maintenance du site internet de la Communauté d'agglomération Paris-Saclay ». Appel d'offres publié le 2024-12-04. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-136509,boamp:24-136509
Communauté d'Agglomération Coeur de Flandre,Nord,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Acquisition, hébergement, maintenance d’une solution en SaaS de caisse, de billetterie, de portail web pour les piscines intercommunales ». Appel d'offres publié le 2024-12-03, réponse avant le 2025-01-08T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-135612,boamp:24-135612
MAIRIE DE LOURDES,Hautes-Pyrénées,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte du site internet de la Ville de Lourdes, hébergement et maintenance du site, transfert des données de l'ancien site vers le nouveau ». Appel d'offres publié le 2024-11-06, réponse avant le 2024-11-28T11:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-126053,boamp:24-126053
SMTD Sud et Ouest de la Réunion,La Réunion,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « MAPA. Acquisition, mise en oeuvre, formation et maintenance d'une solution logicielle de gestion des régies de recettes sur les sites d'ILEVA ». Appel d'offres publié le 2024-11-04, réponse avant le 2024-12-05T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-124905,boamp:24-124905
Ville de Mantes la Ville,Yvelines,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Refonte, hébergement et maintenance du site internet de Mantes-la-Ville ». Appel d'offres publié le 2024-10-28, réponse avant le 2024-11-22T12:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-123253,boamp:24-123253
Université de Pau et des Pays de l'Adour,Pyrénées-Atlantiques,,,Besoin logiciel exprimé (appel d'offres public),secteur public / collectivité,"Besoin exprimé : « Développement d'un nouveau mode de construction dans le logiciel City_Generator2v0.2 et étude exploratoire sur la prise en compte de cours intérieures - site d'Anglet ». Appel d'offres publié le 2024-10-28, réponse avant le 2024-11-18T17:00:00+00:00. Besoin avéré, budget public engagé.",https://www.boamp.fr/pages/avis/?q=idweb:24-122807,boamp:24-122807
