entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
COFIDOC,Labege,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/419616255,api-entreprises:scaleup:SaaS / hébergement / data
DELIVEROO FRANCE SAS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/810365817,api-entreprises:scaleup:plateforme / portail web
KOESIO DATA SOLUTIONS (KOESIO),La Chapelle-Sur-Erdre,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Loïs Masse. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/434792974,api-entreprises:scaleup:éditeur de logiciels applicatifs
FLANDRIN TECHNOLOGIES,Suresnes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/908613524,api-entreprises:scaleup:éditeur de logiciels système/réseau
NAT SYSTEM,Maisons-Alfort,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Salomon Benarroch. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/448572883,api-entreprises:scaleup:éditeur d'outils de développement
NACON,Fretin,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Sebastien Bollore. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/852538461,api-entreprises:scaleup:éditeur de jeux vidéo
INTERXION FRANCE,Paris,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Aart Besuijen. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/423945799,api-entreprises:scaleup:SaaS / hébergement / data
UBER EATS FRANCE SAS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 200 à 249 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/841983828,api-entreprises:scaleup:plateforme / portail web
ARCHE MC2 (MOBISERV : CITYZEN : MEDISYS),Aix-En-Provence,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/382519312,api-entreprises:scaleup:éditeur de logiciels applicatifs
SINARI OBC,Cesson-Sevigne,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/438716946,api-entreprises:scaleup:éditeur de logiciels système/réseau
PRIOS,Carquefou,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Marc Charrier. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/353879398,api-entreprises:scaleup:éditeur d'outils de développement
ANKAMA GAMES,Roubaix,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/492360730,api-entreprises:scaleup:éditeur de jeux vidéo
CEGEDIM (HOSPITALIS),Boulogne-Billancourt,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Catherine Abiven. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/350422622,api-entreprises:scaleup:SaaS / hébergement / data
DE PARTICULIER A PARTICULIER - EDITIONS NERESSIS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Corinne Jolly. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/304555154,api-entreprises:scaleup:plateforme / portail web
SINARI TMS PRO,Cesson-Sevigne,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/310551031,api-entreprises:scaleup:éditeur de logiciels applicatifs
PLANISWARE,Chatillon,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Deborah Choate (Choate). Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/403262082,api-entreprises:scaleup:éditeur de logiciels système/réseau
THE MATHWORKS,Issy-Les-Moulineaux,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Bertrand Dissler. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/383505187,api-entreprises:scaleup:éditeur d'outils de développement
LIGHTBULB CREW (LIGHTBULB CREW),Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Nils Larsson. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/791919376,api-entreprises:scaleup:éditeur de jeux vidéo
WORLDLINE,Puteaux,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Aldo Cardoso. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/378901946,api-entreprises:scaleup:SaaS / hébergement / data
SITTI (YZEO - SITTI - CYBBEL - YOULEAD),Cesson-Sevigne,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/439082132,api-entreprises:scaleup:plateforme / portail web
EIG (EIG),Courbevoie,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jeremie Mineaux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/382879625,api-entreprises:scaleup:éditeur de logiciels applicatifs
EKSAE,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Antoine Rouillard. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/384626578,api-entreprises:scaleup:éditeur de logiciels système/réseau
VALIANTYS,Toulouse,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/489872218,api-entreprises:scaleup:éditeur d'outils de développement
MAGIC DESIGN STUDIOS,Montpellier,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Georges Dry. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/814871042,api-entreprises:scaleup:éditeur de jeux vidéo
CETIP,Boulogne-Billancourt,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Yann Abeloos. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/410489165,api-entreprises:scaleup:SaaS / hébergement / data
HORIZON (HORIZON),Toulouse,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/788502466,api-entreprises:scaleup:plateforme / portail web
SINARI TMS ENTREPRISE,Cesson-Sevigne,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/334413804,api-entreprises:scaleup:éditeur de logiciels applicatifs
AKANEA AGRO SOFTWARE,Tille,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean-Baptiste Cassagnes. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/804690451,api-entreprises:scaleup:éditeur de logiciels système/réseau
ALTAYS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Yann Guezennec. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/420039059,api-entreprises:scaleup:éditeur d'outils de développement
MIDGAR STUDIO,Pelissanne,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jeremy Zeler-Maury (Zeler). Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/504124884,api-entreprises:scaleup:éditeur de jeux vidéo
EQUINIX (FRANCE) ENTERPRISES SAS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Regis Castagne. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/800223372,api-entreprises:scaleup:SaaS / hébergement / data
NLT REUNION (NLT REUNION),Saint-Paul,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Badis Aggoune. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/823911052,api-entreprises:scaleup:plateforme / portail web
EVERWIN,Etampes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/400208435,api-entreprises:scaleup:éditeur de logiciels applicatifs
LEGALPLACE,Nanterre,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/814428785,api-entreprises:scaleup:éditeur de logiciels système/réseau
QUADRA,Chavanod,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Philippe Magne. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/387715360,api-entreprises:scaleup:éditeur d'outils de développement
DON'T NOD ENTERTAINMENT (DON'T NOD),Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Julien Bares. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/504161902,api-entreprises:scaleup:éditeur de jeux vidéo
ADDITI MULTIMEDIA,Rennes,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/335061552,api-entreprises:scaleup:SaaS / hébergement / data
EASYVOYAGE,Levallois-Perret,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/432123446,api-entreprises:scaleup:plateforme / portail web
ARINFO I-MAGINER,Nantes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Philippe Peres. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/412730269,api-entreprises:scaleup:éditeur de logiciels applicatifs
74SOFTWARE,Annecy,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Eric Bierry. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/433977980,api-entreprises:scaleup:éditeur de logiciels système/réseau
SPRING TECHNOLOGIES (SPRING),Montreuil,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Bernhard Fink. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/328725718,api-entreprises:scaleup:éditeur d'outils de développement
VOODOO,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/792483307,api-entreprises:scaleup:éditeur de jeux vidéo
CEGEDIM.CLOUD,Boulogne-Billancourt,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Frederic Le Guillou. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/790173066,api-entreprises:scaleup:SaaS / hébergement / data
ADIMEO,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Eugene Levasseur. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/480980358,api-entreprises:scaleup:plateforme / portail web
SEPTEO HOSPITALITY SOLUTIONS (SEQUOIASOFT - AZURHOST - SOFTBOOKING - ADN INFORMATIQUE - THELIS),Lattes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/522921634,api-entreprises:scaleup:éditeur de logiciels applicatifs
SYFADIS (BEALINK),Rennes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Matthieu Barthelemy. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/437663180,api-entreprises:scaleup:éditeur de logiciels système/réseau
TWIPI GROUP (CONSELIUM),Suresnes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/512422239,api-entreprises:scaleup:éditeur d'outils de développement
MADBOX,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Maxime Demeure (Demeure). Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/807743844,api-entreprises:scaleup:éditeur de jeux vidéo
AZUR R.H.,Ajaccio,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Nicolas Ettori. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/808116818,api-entreprises:scaleup:SaaS / hébergement / data
SOGELINK,Caluire-Et-Cuire,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 200 à 249 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/432993780,api-entreprises:scaleup:plateforme / portail web
ARC INFORMATIQUE,Boulogne-Billancourt,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean Chevalier. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/320695356,api-entreprises:scaleup:éditeur de logiciels applicatifs
TRANSACTIS,Nanterre,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 200 à 249 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Patrice Galy. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/479874257,api-entreprises:scaleup:éditeur de logiciels système/réseau
INTENT-TECHNOLOGIES,Lille,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Benjamin Ulrich. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/532829561,api-entreprises:scaleup:éditeur d'outils de développement
